Problem,R,C,IGD_Median,IGD_Mean,IGD_Std,Count
WFG9,0.125,0.125,0.016434637303278814,0.030664634091224902,0.05215578234848524,30
WFG9,0.15,0.125,0.016650079293203512,0.024377689761715303,0.03769003569173872,30
ZDT1,0.1,0.1,0.003923120978641871,0.003915429287057152,5.475027184898542e-05,30
ZDT1,0.1,0.125,0.003915672397215761,0.003917059513119344,6.323504209676238e-05,30
ZDT1,0.1,0.15,0.003914092584021285,0.0039239174990081845,6.204186362712627e-05,30
ZDT1,0.125,0.125,0.003896304786608039,0.0038970498099331996,5.809308180148651e-05,30
ZDT1,0.15,0.125,0.003929194755875335,0.003926163571391398,5.293272359837942e-05,30
ZDT2,0.1,0.1,0.0038743136524285824,0.0038885730880965255,5.187253643741542e-05,30
ZDT2,0.1,0.125,0.0038899003706762856,0.003895125305050634,5.0883635461084666e-05,30
ZDT2,0.1,0.15,0.003891768636511251,0.0039031486952717143,5.506490086991187e-05,30
ZDT2,0.125,0.125,0.0038822359042478783,0.0038915404368596138,5.191834063162653e-05,30
ZDT2,0.15,0.125,0.0038926402347386454,0.0038848532707096172,5.2213386610860137e-05,30
ZDT3,0.1,0.1,0.004890722729292987,0.004892958987091649,9.688873142811547e-05,30
ZDT3,0.1,0.125,0.004835295239640379,0.004866172472424839,9.98232790977369e-05,30
ZDT3,0.1,0.15,0.004881023430682741,0.005861767524635362,0.005242053241213438,30
ZDT3,0.125,0.125,0.004849464062200486,0.00584319632472794,0.005248522439994461,30
ZDT3,0.15,0.125,0.0048552323646854495,0.004857689272100682,9.813925323674725e-05,30
