comparison,metric,tau,algo,fe_norm,fraction_solved,ci_low,ci_high,n_traces
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.47272727272727266,0.9836601307189542,0.9771241830065359,0.9895424836601308,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.4818181818181818,0.9836601307189542,0.9771241830065359,0.9895424836601308,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.49090909090909085,0.9836601307189542,0.9771241830065359,0.9895424836601308,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5,0.9836601307189542,0.9771241830065359,0.9895424836601308,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.509090909090909,0.984967320261438,0.9790849673202614,0.9908496732026144,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5181818181818182,0.984967320261438,0.9790849673202614,0.9908496732026144,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5272727272727272,0.984967320261438,0.9790849673202614,0.9908496732026144,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5363636363636364,0.9856209150326798,0.9797385620915032,0.9915032679738562,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5454545454545454,0.9856209150326798,0.9797385620915032,0.9915032679738562,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5545454545454546,0.9862745098039216,0.9803921568627451,0.9915196078431373,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5636363636363636,0.9862745098039216,0.9803921568627451,0.9915196078431373,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5727272727272728,0.9862745098039216,0.9803921568627451,0.9915196078431373,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5818181818181818,0.9862745098039216,0.9803921568627451,0.9915196078431373,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.5909090909090909,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.609090909090909,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6181818181818182,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6272727272727272,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6363636363636364,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6454545454545454,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6545454545454545,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6636363636363636,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.6727272727272727,0.9869281045751634,0.9810457516339869,0.9921568627450981,1530
